sequence_id	superfamily	classification	length	original_header
hATm-60_HM_tp	hAT	DNA/hAT-hATm	657	hATm-60_HM_tp#DNA/hAT-hATm RBRM:hATm-60_HM cds_range:992-2963 [Hydra vulgaris]
hATw-1_HMa_tp	hAT	DNA/hAT-hATm	775	hATw-1_HMa_tp#DNA/hAT-hATm RBRM:hATw-1_HMa cds_range:559-3045 exons:559-1340;1419-2830;2912-3045 via genewise with HATm-12_HM [Hydra vulgaris]
hATx-7_HM_tp	hAT	DNA/hAT-hATm	740	hATx-7_HM_tp#DNA/hAT-hATm RBRM:hATx-7_HM cds_range:321-2541 [Hydra vulgaris] hATx is a misnomer, it's clearly a hATm element.
hATx-8_HMa_tp	hAT	DNA/hAT-hATm	725	hATx-8_HMa_tp#DNA/hAT-hATm RBRM:hATx-8_HMa cds_range:638-2813 [Hydra vulgaris]
HATx-9_SM_tp	hAT	DNA/hAT-hATm	742	HATx-9_SM_tp#DNA/hAT-hATm RBRM:hATx-9_SM cds_range:422-2648 [Schmidtea mediterranea]
NAVIHAT1_tp	hAT	DNA/hAT-hATm	538	NAVIHAT1_tp#DNA/hAT-hATm RBRM:NAVIHAT1 stops:2 cds_range:3264-4878 via tfasty with hAT-10_SM [Nasonia vitripennis]
hAT-31_SSa_tp	hAT	DNA/hAT-hATw	1269	hAT-31_SSa_tp#DNA/hAT-hATw RBRM:hAT-31_SSa cds_range:993-4800 [Salmo salar]
HATw-1_BF_tp	hAT	DNA/hAT-hATw	1156	HATw-1_BF_tp#DNA/hAT-hATw RBRM:hATw-1_BF cds_range:1309-4777 [Branchiostoma floridae]
HATw-1_CCo_tp	hAT	DNA/hAT-hATw	977	HATw-1_CCo_tp#DNA/hAT-hATw RBRM:hATw-1_CCo cds_range:507-3438 With hATw-1_LB distant outgroup to other hATw elements. [Coprinopsis cinerea]
HATw-1_HM_tp	hAT	DNA/hAT-hATw	1059	HATw-1_HM_tp#DNA/hAT-hATw RBRM:hATw-1_HM cds_range:1451-4628 [Hydra vulgaris]
HATw-1_LB_tp	hAT	DNA/hAT-hATw	1014	HATw-1_LB_tp#DNA/hAT-hATw RBRM:hATw-1_LB cds_range:1171-4213 With hATw-1_CCo distant outgroup to other hATw elements. [Laccaria bicolor]
HATw-1_SP_tp	hAT	DNA/hAT-hATw	1074	HATw-1_SP_tp#DNA/hAT-hATw RBRM:hATw-1_SP cds_range:3486-6708 [Strongylocentrotus purpuratus]
HATw-2_BF_tp	hAT	DNA/hAT-hATw	1138	HATw-2_BF_tp#DNA/hAT-hATw RBRM:hATw-2_BF cds_range:1499-4913 [Branchiostoma floridae]
HATw-2_HM_tp	hAT	DNA/hAT-hATw	1102	HATw-2_HM_tp#DNA/hAT-hATw RBRM:hATw-2_HM frameshifts:1 cds_range:544-3851 via tfasty with hATw-3_HM [Hydra vulgaris]
HATw-2_SP_tp	hAT	DNA/hAT-hATw	1261	HATw-2_SP_tp#DNA/hAT-hATw RBRM:hATw-2_SP cds_range:1229-5012 [Strongylocentrotus purpuratus]
HATw-3_BF_tp	hAT	DNA/hAT-hATw	1008	HATw-3_BF_tp#DNA/hAT-hATw RBRM:hATw-3_BF cds_range:882-3906 (C terminus may be short) [Branchiostoma floridae]
HATw-3_HM_tp	hAT	DNA/hAT-hATw	1101	HATw-3_HM_tp#DNA/hAT-hATw RBRM:hATw-3_HM frameshifts:1 cds_range:835-4139 via tfasty with hATw-2_HM [Hydra vulgaris]
HATw-4_BF_tp	hAT	DNA/hAT-hATw	1003	HATw-4_BF_tp#DNA/hAT-hATw RBRM:hATw-4_BF cds_range:1139-4148 [Branchiostoma floridae]
HATw-5_BF_tp	hAT	DNA/hAT-hATw	1232	HATw-5_BF_tp#DNA/hAT-hATw RBRM:hATw-5_BF cds_range:1460-5156 [Branchiostoma floridae]
HAT-23_SM_tp	hAT	DNA/hAT-hATx	725	HAT-23_SM_tp#DNA/hAT-hATx RBRM:hAT-23_SM frameshifts:2 cds_range:944-3121 via tfasty with hATx-10_SM [Schmidtea mediterranea]
hATx-1_HM_tp	hAT	DNA/hAT-hATx	674	hATx-1_HM_tp#DNA/hAT-hATx RBRM:hATx-1_HM cds_range:795-2817 (hATx-1_HM)  [Hydra vulgaris]
HATx-1_SM_tp	hAT	DNA/hAT-hATx	696	HATx-1_SM_tp#DNA/hAT-hATx RBRM:hATx-1_SM cds_range:416-2504 [Schmidtea mediterranea]
HATx-2_SM_tp	hAT	DNA/hAT-hATx	654	HATx-2_SM_tp#DNA/hAT-hATx RBRM:hATx-2_SM cds_range:450-2412 [Schmidtea mediterranea]
hATx-2B_SM_tp	hAT	DNA/hAT-hATx	631	hATx-2B_SM_tp#DNA/hAT-hATx RBRM:hATx-2B_SM cds_range:201-2455 exons:201-456;817-2455 Translation after deletion of dupication (bp 416-776) in consensus [Schmidtea mediterranea]
HATx-3_SM_tp	hAT	DNA/hAT-hATx	620	HATx-3_SM_tp#DNA/hAT-hATx RBRM:hATx-3_SM cds_range:689-2549 [Schmidtea mediterranea]
hATx-4_HM_tp	hAT	DNA/hAT-hATx	596	hATx-4_HM_tp#DNA/hAT-hATx RBRM:hATx-4_HM cds_range:954-2742 [Hydra vulgaris]
HATx-4_SM_tp	hAT	DNA/hAT-hATx	643	HATx-4_SM_tp#DNA/hAT-hATx RBRM:hATx-4_SM frameshifts:3 stops:1 cds_range:408-2338 via tfasty with hATx-2_SM [Schmidtea mediterranea]
hATx-5_HM_tp	hAT	DNA/hAT-hATx	651	hATx-5_HM_tp#DNA/hAT-hATx RBRM:hATx-5_HM cds_range:545-2498 [Hydra vulgaris]
hATx-5_SM_tp	hAT	DNA/hAT-hATx	617	hATx-5_SM_tp#DNA/hAT-hATx RBRM:hATx-5_SM cds_range:556-2407 [Schmidtea mediterranea]
hATx-6_HM_tp	hAT	DNA/hAT-hATx	776	hATx-6_HM_tp#DNA/hAT-hATx RBRM:hATx-6_HM cds_range:552-2880 [Hydra vulgaris]
HATx-6_SM_tp	hAT	DNA/hAT-hATx	600	HATx-6_SM_tp#DNA/hAT-hATx RBRM:hATx-6_SM frameshifts:3 cds_range:309-2110 via tfasty with hATx-3_SM [Schmidtea mediterranea]
HATx-10_SM_tp	hAT	DNA/hAT-hATx	632	HATx-10_SM_tp#DNA/hAT-hATx RBRM:hATx-10_SM frameshifts:2 cds_range:643-2541 via tfasty with hATx-2_SM [Schmidtea mediterranea]
hATx-20_SM_tp	hAT	DNA/hAT-hATx	660	hATx-20_SM_tp#DNA/hAT-hATx RBRM:hATx-20_SM cds_range:1659-3639 [Schmidtea mediterranea]
hATx-21_SM_tp	hAT	DNA/hAT-hATx	670	hATx-21_SM_tp#DNA/hAT-hATx RBRM:hATx-21_SM cds_range:420-2430 [Schmidtea mediterranea]
hATx-22_SM_tp	hAT	DNA/hAT-hATx	660	hATx-22_SM_tp#DNA/hAT-hATx RBRM:hATx-22_SM cds_range:615-2595 [Schmidtea mediterranea]
hATx-23_SM_tp	hAT	DNA/hAT-hATx	632	hATx-23_SM_tp#DNA/hAT-hATx RBRM:hATx-23_SM cds_range:551-2447 [Schmidtea mediterranea]
hATx-24_SM_tp	hAT	DNA/hAT-hATx	672	hATx-24_SM_tp#DNA/hAT-hATx RBRM:hATx-24_SM cds_range:239-2255 [Schmidtea mediterranea]
hATx-25_SM_tp	hAT	DNA/hAT-hATx	630	hATx-25_SM_tp#DNA/hAT-hATx RBRM:hATx-25_SM frameshifts:1 stops:1 cds_range:136-2025 via tfasty with HATx-2_SM [Schmidtea mediterranea]
hAT-2_DRh_tp	hAT	DNA/hAT-hobo	617	hAT-2_DRh_tp#DNA/hAT-hobo RBRM:hAT-2_DRh frameshifts:3 stops:2 cds_range:532-2380 via tfasty with hAT1_DYa_tp [Drosophila rhopaloa]
hAT-2_DT_tp	hAT	DNA/hAT-hobo	601	hAT-2_DT_tp#DNA/hAT-hobo RBRM:hAT-2_DT frameshifts:1 cds_range:420-2224 via tfasty with Hermes_tp, SW:760 [Drosophila takahashii]
hAT-3_DT_tp	hAT	DNA/hAT-hobo	617	hAT-3_DT_tp#DNA/hAT-hobo RBRM:hAT-3_DT frameshifts:1 cds_range:596-2446 via tfasty with hAT1_DYa_tp [Drosophila takahashii]
hAT-4_DRh_tp	hAT	DNA/hAT-hobo	630	hAT-4_DRh_tp#DNA/hAT-hobo RBRM:hAT-4_DRh frameshifts:4 cds_range:259-2147 via tfasty with Homer_tp [Drosophila rhopaloa]
hAT-6_DBp_tp	hAT	DNA/hAT-hobo	578	hAT-6_DBp_tp#DNA/hAT-hobo RBRM:hAT-6_DBp frameshifts:4 cds_range:61-1847 exons:61-694;752-1847 via genewise with Hoyak1_tp [Drosophila bipectinata]
hAT-6_DK_tp	hAT	DNA/hAT-hobo	637	hAT-6_DK_tp#DNA/hAT-hobo RBRM:hAT-6_DK frameshifts:3 cds_range:481-2393 via tfasty with Hobo_tp [Drosophila kikkawai]
hAT-7_DBp_tp	hAT	DNA/hAT-hobo	605	hAT-7_DBp_tp#DNA/hAT-hobo RBRM:hAT-7_DBp frameshifts:2 cds_range:408-2223 via tfasty with Hermes_tp [Drosophila bipectinata]
hAT-10_DBp_tp	hAT	DNA/hAT-hobo	605	hAT-10_DBp_tp#DNA/hAT-hobo RBRM:hAT-10_DBp frameshifts:1 cds_range:442-2258 via tfasty with Hobo_tp [Drosophila bipectinata]
hAT-79_HM_tp	hAT	DNA/hAT-hobo	733	hAT-79_HM_tp#DNA/hAT-hobo RBRM:hAT-79_HM cds_range:774-2973 [Hydra vulgaris]
Hermes_tp	hAT	DNA/hAT-hobo	612	Hermes_tp#DNA/hAT-hobo RBRM:HERMES cds_range:449-2285 [Musca domestica]
Hoana1_tp	hAT	DNA/hAT-hobo	608	Hoana1_tp#DNA/hAT-hobo RBRM:Hoana1 cds_range:666-2490 [Drosophila ananassae]
Hoana3_tp	hAT	DNA/hAT-hobo	636	Hoana3_tp#DNA/hAT-hobo RBRM:Hoana3 cds_range:386-2294 [Drosophila ananassae]
Hoana8_tp	hAT	DNA/hAT-hobo	635	Hoana8_tp#DNA/hAT-hobo RBRM:Hoana8 cds_range:351-2743 exons:351-1928;2415-2743 (after Helitron insertion removal) [Drosophila ananassae]
Homer_tp	hAT	DNA/hAT-hobo	625	Homer_tp#DNA/hAT-hobo RBRM:HOMER cds_range:333-2208 [Bactrocera tryoni]
Homo1_tp	hAT	DNA/hAT-hobo	605	Homo1_tp#DNA/hAT-hobo RBRM:Homo1 cds_range:425-2240 [Drosophila mojavensis]
Homo4_tp	hAT	DNA/hAT-hobo	428	Homo4_tp#DNA/hAT-hobo RBRM:Homo4 cds_range:1716-3000 [Drosophila mojavensis]
Hopers2_tp	hAT	DNA/hAT-hobo	481	Hopers2_tp#DNA/hAT-hobo RBRM:Hopers2 cds_range:841-2381 exons:841-1465;1562-2381 via genewise with Hoyak1_tp#DNA/hAT-hobo [Drosophila persimilis]
Hovi1_tp	hAT	DNA/hAT-hobo	633	Hovi1_tp#DNA/hAT-hobo RBRM:Hovi1 cds_range:627-2526 [Drosophila virilis]
Howilli2_tp	hAT	DNA/hAT-hobo	566	Howilli2_tp#DNA/hAT-hobo RBRM:Howilli2 cds_range:536-2234 [Drosophila willistoni]
Hoyak1_tp	hAT	DNA/hAT-hobo	568	Hoyak1_tp#DNA/hAT-hobo RBRM:Hoyak1 stops:1 cds_range:528-2288 exons:528-1164;1220-2288 via genewise with Hobo_tp#DNA [Drosophila yakuba]
hAT-1_DT_tp	hAT	DNA/hAT-Pegasus	643	hAT-1_DT_tp#DNA/hAT-Pegasus RBRM:hAT-1_DT frameshifts:1 cds_range:531-2525 exons:531-2286;2350-2525 via genewise with Hoyak3_tp [Drosophila takahashii]
hAT-9_DBp_tp	hAT	DNA/hAT-Pegasus	649	hAT-9_DBp_tp#DNA/hAT-Pegasus RBRM:hAT-9_DBp frameshifts:1 stops:1 cds_range:395-2341 via tfasty with Hoyak3_tp, SW:1511 [Drosophila bipectinata]
Homo6_tp	hAT	DNA/hAT-Pegasus	602	Homo6_tp#DNA/hAT-Pegasus RBRM:Homo6 cds_range:1361-3167 [Drosophila mojavensis]
Hoyak3_tp	hAT	DNA/hAT-Pegasus	644	Hoyak3_tp#DNA/hAT-Pegasus RBRM:Hoyak3 frameshifts:1 cds_range:632-2627 exons:632-2387;2449-2627 via genewise with 54638886_Dps [Drosophila yakuba]
PegasusA_tp	hAT	DNA/hAT-Pegasus	504	PegasusA_tp#DNA/hAT-Pegasus RBRM:PegasusA cds_range:802-2754 exons:802-1030;1160-1277;1324-2052;2315-2754 wised with 54638886_Dps ( of questionable nature) [Anopheles gambiae]
Crypt1_tp	hAT	DNA/hAT-Restless	945	Crypt1_tp#DNA/hAT-Restless RBRM:CRYPT1 cds_range:401-3236 [Cryphonectria parasitica]
hAT-1_AMi_tp	hAT	DNA/hAT-Tag1	642	hAT-1_AMi_tp#DNA/hAT-Tag1 RBRM:hAT-1_AMi frameshifts:1 cds_range:1015-2940 via tfasty with hAT-11_SBi_tp [Crocodylia]
hAT-1_ATr_tp	hAT	DNA/hAT-Tag1	685	hAT-1_ATr_tp#DNA/hAT-Tag1 RBRM:hAT-1_ATr stops:2 cds_range:554-2819 exons:554-2285;2401-2520;2614-2819 via genewise with HAT-7_VV_tp [Amborella trichopoda]
hAT-1_HM_tp	hAT	DNA/hAT-Tag1	599	hAT-1_HM_tp#DNA/hAT-Tag1 RBRM:hAT-1_HM cds_range:413-2210 [Hydra vulgaris]
hAT-1_LSa_tp	hAT	DNA/hAT-Tag1	728	hAT-1_LSa_tp#DNA/hAT-Tag1 RBRM:hAT-1_LSa frameshifts:1 cds_range:941-3364 exons:941-2409;2496-2850;2929-3134;3206-3364 via genewise with TAG1_tp [Lactuca sativa]
hAT-1_PR_tp	hAT	DNA/hAT-Tag1	826	hAT-1_PR_tp#DNA/hAT-Tag1 RBRM:hAT-1_PR cds_range:158-2636 [Phytophthora ramorum]
hAT-1_SBi_tp	hAT	DNA/hAT-Tag1	932	hAT-1_SBi_tp#DNA/hAT-Tag1 RBRM:hAT-1_SBi frameshifts:2 stops:5 cds_range:500-3294 via tfasty with ZhAT12_ZM [Sorghum bicolor]
hAT-2_ATr_tp	hAT	DNA/hAT-Tag1	773	hAT-2_ATr_tp#DNA/hAT-Tag1 RBRM:hAT-2_ATr cds_range:555-3055 exons:555-2340;2431-2550;2640-3055 via genewise with hAT-5_GM_tp [Amborella trichopoda]
hAT-2_HM_tp	hAT	DNA/hAT-Tag1	725	hAT-2_HM_tp#DNA/hAT-Tag1 RBRM:hAT-2_HM cds_range:932-3107 [Hydra vulgaris]
hAT-2_NN_tp	hAT	DNA/hAT-Tag1	806	hAT-2_NN_tp#DNA/hAT-Tag1 RBRM:hAT-2_NN cds_range:1444-4161 exons:1444-2440;2528-3341;3446-3565;3671-4161 via genewise with hAT-4_STu_tp [Nelumbo nucifera]
hAT-2_STu_tp	hAT	DNA/hAT-Tag1	767	hAT-2_STu_tp#DNA/hAT-Tag1 RBRM:hAT-2_STu frameshifts:1 cds_range:634-3185 exons:634-1665;1753-2458;2537-2656;2737-3185 via genewise with HAT-7_VV_tp [Solanum tuberosum]
hAT-3_ATr_tp	hAT	DNA/hAT-Tag1	601	hAT-3_ATr_tp#DNA/hAT-Tag1 RBRM:hAT-3_ATr cds_range:2073-4009 exons:2073-3678;3811-4009 via genewise with hAT-11_SBi_tp [Amborella trichopoda]
hAT-3_STu_tp	hAT	DNA/hAT-Tag1	731	hAT-3_STu_tp#DNA/hAT-Tag1 RBRM:hAT-3_STu cds_range:2152-4454 exons:2152-4183;4292-4454 via genewise with hAT-9_SBi_tp [Solanum tuberosum]
hAT-4_CCri_tp	hAT	DNA/hAT-Tag1	951	hAT-4_CCri_tp#DNA/hAT-Tag1 RBRM:hAT-4_CCri cds_range:632-3485 [Chondrus crispus]
HAT-4_Mad_tp	hAT	DNA/hAT-Tag1	994	HAT-4_Mad_tp#DNA/hAT-Tag1 RBRM:HAT-4_Mad frameshifts:1 cds_range:1838-5055 exons:1838-3470;3556-3687;3754-3830;3913-5055 via genewise with VIHAT1_tp [Malus domestica]
hAT-4_STu_tp	hAT	DNA/hAT-Tag1	789	hAT-4_STu_tp#DNA/hAT-Tag1 RBRM:hAT-4_STu frameshifts:1 cds_range:818-3471 exons:818-1742;1851-2661;2738-2901;3002-3471 via genewise with hAT-1_SBi_tp [Solanum tuberosum]
hAT-5_CCri_tp	hAT	DNA/hAT-Tag1	924	hAT-5_CCri_tp#DNA/hAT-Tag1 RBRM:hAT-5_CCri frameshifts:2 cds_range:2060-5772 exons:2060-2505;3445-5772 via genewise with hAT-4_CCri_1p [Chondrus crispus]
hAT-5_Crp_tp	hAT	DNA/hAT-Tag1	599	hAT-5_Crp_tp#DNA/hAT-Tag1 RBRM:hAT-5_Croc cds_range:813-2899 exons:813-1005;1294-2899 via genewise with hAT-13_AMi_tp, Includes old hAT-5_AMi. (should thus be _Croc) [Crocodylidae]
hAT-5_GM_tp	hAT	DNA/hAT-Tag1	821	hAT-5_GM_tp#DNA/hAT-Tag1 RBRM:hAT-5_GM cds_range:552-3228 exons:552-2325;2425-2544;2657-3228 via genewise with HAT-7_VV_tp [Glycine max]
hAT-5_PTr_tp	hAT	DNA/hAT-Tag1	739	hAT-5_PTr_tp#DNA/hAT-Tag1 RBRM:hAT-5_PTr cds_range:1129-3581 exons:1129-1598;1667-3040;3109-3314;3411-3581 via genewise with TAG1_tp [Populus trichocarpa]
hAT-5_SBi_tp	hAT	DNA/hAT-Tag1	722	hAT-5_SBi_tp#DNA/hAT-Tag1 RBRM:hAT-5_SBi cds_range:866-3332 exons:866-1361;1472-2699;2796-2915;3007-3332 via genewise with 34914880_Osa [Sorghum bicolor]
hAT-5B_PTr_tp	hAT	DNA/hAT-Tag1	647	hAT-5B_PTr_tp#DNA/hAT-Tag1 RBRM:hAT-5B_PTr cds_range:1352-3293 [Populus trichocarpa]
hAT-6_CCri_tp	hAT	DNA/hAT-Tag1	970	hAT-6_CCri_tp#DNA/hAT-Tag1 RBRM:hAT-6_CCri cds_range:1100-4010 [Chondrus crispus]
hAT-6_PTr_tp	hAT	DNA/hAT-Tag1	757	hAT-6_PTr_tp#DNA/hAT-Tag1 RBRM:hAT-6_PTr frameshifts:1 cds_range:1490-3950 exons:1490-2868;2980-3378;3454-3950 via genewise with HAT-7_VV_tp [Populus trichocarpa]
hAT-7_ATr_tp	hAT	DNA/hAT-Tag1	734	hAT-7_ATr_tp#DNA/hAT-Tag1 RBRM:hAT-7_ATr frameshifts:1 stops:3 cds_range:17294-19495 via tfasty with hAT-3_STu_tp [Amborella trichopoda]
hAT-7_SBi_tp	hAT	DNA/hAT-Tag1	798	hAT-7_SBi_tp#DNA/hAT-Tag1 RBRM:hAT-7_SBi frameshifts:2 cds_range:1462-3962 exons:1462-3366;3472-3962 via tfasty/genewise with SHATAG_MT_tp and ZhAT12_ZM_tp [Sorghum bicolor]
HAT-7_VV_tp	hAT	DNA/hAT-Tag1	740	HAT-7_VV_tp#DNA/hAT-Tag1 RBRM:hAT-7_VV cds_range:1089-3414 exons:1089-2921;3026-3414 [Vitis vinifera]
hAT-8_ATr_tp	hAT	DNA/hAT-Tag1	837	hAT-8_ATr_tp#DNA/hAT-Tag1 RBRM:hAT-8_ATr cds_range:2417-5344 exons:2417-2636;2837-4100;4192-4320;4405-4532;4570-5344 via genewise with hAT-4_STu_tp [Amborella trichopoda]
hAT-9_ATr_tp	hAT	DNA/hAT-Tag1	773	hAT-9_ATr_tp#DNA/hAT-Tag1 RBRM:hAT-9_ATr frameshifts:3 stops:1 cds_range:3291-5609 via tfasty with hAT-3_STu_tp [Amborella trichopoda]
hAT-9_SBi_tp	hAT	DNA/hAT-Tag1	735	hAT-9_SBi_tp#DNA/hAT-Tag1 RBRM:hAT-9_SBi cds_range:776-3057 exons:776-2364;2440-3057 via genewise with VIHAT1_tp [Sorghum bicolor]
hAT-10_ATr_tp	hAT	DNA/hAT-Tag1	822	hAT-10_ATr_tp#DNA/hAT-Tag1 RBRM:hAT-10_ATr frameshifts:1 cds_range:11662-14127 via tfasty with hAT-19_Mad_tp [Amborella trichopoda]
hAT-10_SBi_tp	hAT	DNA/hAT-Tag1	760	hAT-10_SBi_tp#DNA/hAT-Tag1 RBRM:hAT-10_SBi cds_range:807-3265 exons:807-2577;2673-2792;2874-3265 via genewise with 34914880_Osa [Sorghum bicolor]
hAT-11_ATr_tp	hAT	DNA/hAT-Tag1	762	hAT-11_ATr_tp#DNA/hAT-Tag1 RBRM:hAT-11_ATr cds_range:478-3059 exons:478-818;856-2259;2377-2496;2635-3059 via genewise with hAT-5_GM_tp [Amborella trichopoda]
hAT-11_SBi_tp	hAT	DNA/hAT-Tag1	772	hAT-11_SBi_tp#DNA/hAT-Tag1 RBRM:hAT-11_SBi cds_range:889-3446 exons:889-2689;2824-2943;3049-3446 via genewise with 34914880_Osa [Sorghum bicolor]
hAT-12_ATr_tp	hAT	DNA/hAT-Tag1	636	hAT-12_ATr_tp#DNA/hAT-Tag1 RBRM:hAT-12_ATr frameshifts:2 stops:2 cds_range:153-2189 exons:153-1761;1792-1849;1952-2189 via genewise with hAT-3_STu_tp [Amborella trichopoda]
hAT-12_FV_tp	hAT	DNA/hAT-Tag1	725	hAT-12_FV_tp#DNA/hAT-Tag1 RBRM:hAT-12_FV cds_range:881-3056 [Fragaria vesca]
hAT-12_SBi_tp	hAT	DNA/hAT-Tag1	763	hAT-12_SBi_tp#DNA/hAT-Tag1 RBRM:hAT-12_SBi frameshifts:1 cds_range:760-3269 exons:760-2511;2622-2741;2851-3269 via genewise with 34914880_Osa [Sorghum bicolor]
hAT-13_AMi_tp	hAT	DNA/hAT-Tag1	678	hAT-13_AMi_tp#DNA/hAT-Tag1 RBRM:hAT-13_AMi cds_range:531-3084 exons:531-762;1281-3084 via genewise with hAT-1_Crp_tp [Crocodylia]
hAT-13_FV_tp	hAT	DNA/hAT-Tag1	606	hAT-13_FV_tp#DNA/hAT-Tag1 RBRM:hAT-13_FV cds_range:764-2582 [Fragaria vesca]
hAT-14_SBi_tp	hAT	DNA/hAT-Tag1	715	hAT-14_SBi_tp#DNA/hAT-Tag1 RBRM:hAT-14_SBi frameshifts:2 cds_range:984-3311 exons:984-2772;2862-3067;3159-3311 via genewise with HAT-7_VV_tp [Sorghum bicolor]
HAT-17_Mad_tp	hAT	DNA/hAT-Tag1	983	HAT-17_Mad_tp#DNA/hAT-Tag1 RBRM:HAT-17_Mad frameshifts:1 stops:1 cds_range:929-4123 exons:929-1679;1765-2687;2768-2902;2979-4123 via genewise with VIHAT1_tp [Malus domestica]
hAT-18_ZM_tp	hAT	DNA/hAT-Tag1	701	hAT-18_ZM_tp#DNA/hAT-Tag1 RBRM:hAT-18_ZM cds_range:595-2698 [Zea mays]
hAT-19_Mad_tp	hAT	DNA/hAT-Tag1	720	hAT-19_Mad_tp#DNA/hAT-Tag1 RBRM:hAT-19_Mad cds_range:947-3272 exons:947-2091;2165-2582;2673-3272 via genewise with hAT-9_SBi_tp [Malus domestica]
hAT-23_SSa_tp	hAT	DNA/hAT-Tag1	613	hAT-23_SSa_tp#DNA/hAT-Tag1 RBRM:hAT-23_SSa cds_range:644-2483 [Salmo salar]
HAT-25_SM_tp	hAT	DNA/hAT-Tag1	639	HAT-25_SM_tp#DNA/hAT-Tag1 RBRM:hAT-25_SM cds_range:690-2607 [Schmidtea mediterranea]
hAT-31_LSal_tp	hAT	DNA/hAT-Tag1	593	hAT-31_LSal_tp#DNA/hAT-Tag1 RBRM:hAT-31_LSal cds_range:523-2471 exons:523-742;911-2471 via genewise with hAT-5_Crp [Lepeophtheirus salmonis]
hAT-44_HM_tp	hAT	DNA/hAT-Tag1	648	hAT-44_HM_tp#DNA/hAT-Tag1 RBRM:hAT-44_HM cds_range:416-2360 [Hydra vulgaris]
SHATAG_MT_tp	hAT	DNA/hAT-Tag1	691	SHATAG_MT_tp#DNA/hAT-Tag1 RBRM:SHATAG_MT frameshifts:2 stops:1 cds_range:812-2883 via tfasty with TAG1_tp [Medicago truncatula]
VIHAT1_tp	hAT	DNA/hAT-Tag1	1021	VIHAT1_tp#DNA/hAT-Tag1 RBRM:VIHAT1 cds_range:1751-5169 exons:1751-2510;2596-3517;3608-3739;3834-3910;3993-5169 (combination of tfasty and genscan; gensacan predicted one false intron) [Vitis vinifera]
VIHAT2_tp	hAT	DNA/hAT-Tag1	605	VIHAT2_tp#DNA/hAT-Tag1 RBRM:VIHAT2 cds_range:1507-3322 [Vitis vinifera]
ZhAT12_ZM_tp	hAT	DNA/hAT-Tag1	891	ZhAT12_ZM_tp#DNA/hAT-Tag1 RBRM:ZhAT12_ZM frameshifts:2 cds_range:738-3411 via tfasty with TAG1_tp [Zea mays]
Art1_Cis_tp	hAT	DNA/hAT-Tip100	823	Art1_Cis_tp#DNA/hAT-Tip100 RBRM:Art1_Cis cds_range:488-2957 [Ciona savignyi]
Gulliver_tp	hAT	DNA/hAT-Tip100	770	Gulliver_tp#DNA/hAT-Tip100 RBRM:Gulliver cds_range:777-6536 exons:777-821;2968-3013;3236-3413;3704-3890;4053-4272;4442-4683;4779-4852;5050-5182;5343-6536 (-Gulliver) Closest to Charlies [Chlamydomonas reinhardtii]
hAT1_SB_tp	hAT	DNA/hAT-Tip100	798	hAT1_SB_tp#DNA/hAT-Tip100 RBRM:hAT1_SB frameshifts:2 cds_range:562-3043 exons:562-1467;1556-3043 via genewise with 34894392_Osa [Sorghum bicolor]
hAT2_SB_tp	hAT	DNA/hAT-Tip100	800	hAT2_SB_tp#DNA/hAT-Tip100 RBRM:hAT2_SB cds_range:640-3129 exons:640-1577;1666-3129 via genewise with 34894392_Osa [Sorghum bicolor]
hAT3_SB_tp	hAT	DNA/hAT-Tip100	836	hAT3_SB_tp#DNA/hAT-Tip100 RBRM:hAT3_SB cds_range:590-3098 [Sorghum bicolor]
hAT4_SB_tp	hAT	DNA/hAT-Tip100	860	hAT4_SB_tp#DNA/hAT-Tip100 RBRM:hAT4_SB cds_range:393-2973 [Sorghum bicolor]
hAT5_SB_tp	hAT	DNA/hAT-Tip100	790	hAT5_SB_tp#DNA/hAT-Tip100 RBRM:hAT5_SB cds_range:626-3076 exons:626-1506;1586-3076 via genewise with 34894392_Osa [Sorghum bicolor]
hAT7_SP_tp	hAT	DNA/hAT-Tip100	696	hAT7_SP_tp#DNA/hAT-Tip100 RBRM:hAT7_SP cds_range:567-2655 Nearly identical to previous entry strPur2_34698_tp [Strongylocentrotus purpuratus]
hAT-1_ADi_tp	hAT	DNA/hAT-Tip100	609	hAT-1_ADi_tp#DNA/hAT-Tip100 RBRM:hAT-1_ADi frameshifts:1 stops:1 cds_range:1850-3676 via tfasty with HAT-4_NV [Acropora digitifera]
HAT-1_BF_tp	hAT	DNA/hAT-Tip100	537	HAT-1_BF_tp#DNA/hAT-Tip100 RBRM:hAT-1_BF cds_range:749-2360 (-Gulliver)  (C-terminal region missing either in real protein or in consensus) [Branchiostoma floridae]
hAT-1_EHux_tp	hAT	DNA/hAT-Tip100	667	hAT-1_EHux_tp#DNA/hAT-Tip100 RBRM:hAT-1_EHux cds_range:1619-3620 [Emiliania huxleyi]
HAT-1_Mad_tp	hAT	DNA/hAT-Tip100	792	HAT-1_Mad_tp#DNA/hAT-Tip100 RBRM:HAT-1_Mad cds_range:1119-3495 [Malus domestica]
hAT-1_SK_tp	hAT	DNA/hAT-Tip100	738	hAT-1_SK_tp#DNA/hAT-Tip100 RBRM:hAT-1_SK cds_range:267-2481 [Saccoglossus kowalevskii]
hAT-1_STu_tp	hAT	DNA/hAT-Tip100	831	hAT-1_STu_tp#DNA/hAT-Tip100 RBRM:hAT-1_STu cds_range:654-3147 [Solanum tuberosum]
